,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
7828,Low,1100000.0,5000.0,27,177,71,3,3,83.0,64.0,60.0,69.0,36.0,57.0
6445,Medium,400000.0,4000.0,36,176,74,4,3,75.0,66.0,64.0,69.0,38.0,67.0
14832,Good,725000.0,2000.0,20,182,78,2,2,81.0,61.0,50.0,63.0,16.0,45.0
8224,Low,725000.0,5000.0,31,191,84,4,2,38.0,50.0,55.0,54.0,67.0,86.0
16894,Low,450000.0,850.0,22,185,69,3,2,74.0,56.0,47.0,57.0,19.0,57.0
10930,Great,1700000.0,2000.0,18,190,84,3,2,58.0,59.0,64.0,63.0,50.0,69.0
9083,Good,1800000.0,4000.0,22,185,82,2,2,63.0,32.0,48.0,53.0,66.0,72.0
5830,Good,1600000.0,2000.0,27,177,72,2,2,67.0,46.0,67.0,65.0,61.0,67.0
7080,Good,1500000.0,500.0,25,187,77,4,2,63.0,41.0,47.0,49.0,70.0,69.0
13983,Great,925000.0,1000.0,20,168,68,3,3,83.0,49.0,53.0,62.0,55.0,59.0
16351,Good,525000.0,1000.0,19,170,65,2,2,71.0,48.0,54.0,64.0,33.0,43.0
406,Great,10000000.0,61000.0,34,178,73,4,3,77.0,76.0,76.0,81.0,48.0,59.0
13686,Medium,600000.0,2000.0,23,183,85,4,2,68.0,38.0,54.0,58.0,59.0,70.0
3375,Good,2000000.0,5000.0,29,188,81,2,2,64.0,39.0,61.0,60.0,72.0,78.0
5083,Medium,1800000.0,15000.0,25,179,79,3,2,82.0,61.0,65.0,72.0,37.0,63.0
17498,Low,300000.0,500.0,21,174,64,3,2,56.0,57.0,54.0,58.0,53.0,60.0
18313,Medium,240000.0,900.0,19,180,70,3,2,56.0,24.0,34.0,38.0,54.0,60.0
2654,Good,2600000.0,15000.0,29,184,70,3,3,56.0,62.0,71.0,68.0,69.0,76.0
10453,Low,850000.0,4000.0,26,174,76,3,2,68.0,58.0,62.0,63.0,50.0,61.0
14641,Medium,700000.0,550.0,21,180,71,2,2,72.0,41.0,50.0,56.0,57.0,58.0
12650,Good,1100000.0,2000.0,21,180,70,3,2,68.0,52.0,61.0,64.0,60.0,63.0
13423,Low,325000.0,2000.0,31,180,75,1,2,67.0,63.0,51.0,60.0,37.0,71.0
967,Great,10000000.0,73000.0,27,188,77,3,3,53.0,63.0,71.0,73.0,77.0,75.0
2310,Great,8500000.0,21000.0,23,179,72,4,4,73.0,68.0,75.0,78.0,65.0,62.0
10409,Medium,1000000.0,2000.0,23,178,69,3,3,82.0,52.0,58.0,65.0,51.0,59.0
16617,Medium,450000.0,5000.0,22,191,83,3,2,64.0,49.0,54.0,59.0,56.0,71.0
4226,Good,1800000.0,12000.0,28,187,81,2,3,68.0,50.0,67.0,64.0,71.0,75.0
17014,Low,160000.0,2000.0,28,177,64,3,2,78.0,46.0,56.0,60.0,54.0,51.0
18852,Low,190000.0,1000.0,19,169,59,3,2,69.0,39.0,45.0,56.0,41.0,45.0
7588,Low,1000000.0,13000.0,28,191,90,3,3,41.0,70.0,61.0,64.0,30.0,68.0
9882,Low,700000.0,3000.0,30,175,73,4,3,72.0,61.0,60.0,68.0,27.0,61.0
5603,Medium,1400000.0,9000.0,28,178,71,3,3,78.0,68.0,51.0,68.0,30.0,69.0
7873,Low,1100000.0,7000.0,27,181,70,3,3,77.0,60.0,61.0,72.0,20.0,64.0
5665,Medium,975000.0,4000.0,31,180,79,4,2,62.0,65.0,59.0,62.0,69.0,76.0
18227,Great,350000.0,550.0,16,178,58,3,3,65.0,50.0,49.0,58.0,32.0,40.0
6662,Medium,1200000.0,3000.0,26,175,67,2,3,66.0,52.0,61.0,64.0,65.0,71.0
14294,Good,850000.0,1000.0,21,190,78,3,2,61.0,46.0,57.0,55.0,59.0,66.0
1820,Good,1200000.0,18000.0,37,177,73,3,2,70.0,49.0,68.0,65.0,74.0,71.0
15040,Medium,675000.0,500.0,19,175,72,3,2,67.0,56.0,60.0,60.0,58.0,60.0
8443,Low,850000.0,500.0,29,186,77,3,2,55.0,33.0,50.0,47.0,67.0,72.0
13517,Low,350000.0,1000.0,28,175,70,3,2,74.0,51.0,57.0,60.0,56.0,65.0
18386,Great,350000.0,500.0,17,173,60,3,2,64.0,45.0,55.0,63.0,33.0,41.0
3524,Good,1900000.0,850.0,30,185,83,2,2,33.0,27.0,44.0,49.0,73.0,79.0
5031,Good,2100000.0,12000.0,24,178,68,4,3,82.0,47.0,64.0,69.0,63.0,70.0
962,Great,11500000.0,60000.0,26,190,84,3,2,59.0,40.0,55.0,63.0,79.0,72.0
5132,Great,3200000.0,11000.0,22,178,72,3,3,79.0,69.0,68.0,74.0,62.0,73.0
1168,Great,4700000.0,19000.0,33,175,70,4,4,78.0,77.0,71.0,79.0,42.0,63.0
16370,Good,550000.0,500.0,21,182,73,3,2,64.0,50.0,57.0,55.0,49.0,58.0
1747,Great,6000000.0,1000.0,27,188,83,3,2,62.0,53.0,56.0,57.0,76.0,75.0
7903,Medium,1300000.0,5000.0,25,173,69,4,3,81.0,62.0,63.0,69.0,51.0,71.0
3317,Good,1600000.0,6000.0,32,180,72,3,3,67.0,64.0,64.0,70.0,69.0,75.0
10086,Low,625000.0,3000.0,28,170,63,3,2,54.0,50.0,60.0,67.0,62.0,69.0
15291,Low,500000.0,6000.0,23,178,64,3,2,75.0,59.0,43.0,61.0,31.0,67.0
13435,Low,400000.0,3000.0,29,173,58,3,2,61.0,57.0,60.0,63.0,58.0,67.0
8819,Low,170000.0,2000.0,38,185,74,3,2,51.0,44.0,60.0,58.0,62.0,68.0
6388,Good,1800000.0,7000.0,26,178,78,3,3,67.0,75.0,52.0,67.0,20.0,64.0
12981,Low,575000.0,1000.0,25,175,70,4,2,66.0,51.0,58.0,63.0,61.0,64.0
7862,Low,925000.0,2000.0,28,175,73,2,3,76.0,48.0,64.0,66.0,61.0,66.0
17780,Good,350000.0,950.0,18,175,70,2,2,62.0,45.0,43.0,53.0,53.0,51.0
4299,Medium,1200000.0,18000.0,33,168,72,3,2,57.0,69.0,73.0,70.0,64.0,65.0
3808,Great,5500000.0,8000.0,20,184,79,4,2,81.0,70.0,63.0,71.0,33.0,83.0
11023,Great,1800000.0,900.0,18,180,75,3,3,65.0,65.0,47.0,63.0,27.0,52.0
10018,Low,500000.0,3000.0,31,193,84,2,2,54.0,60.0,57.0,53.0,64.0,81.0
1639,Good,6000000.0,35000.0,27,173,61,4,3,75.0,71.0,73.0,80.0,45.0,64.0
11527,Low,450000.0,1000.0,32,180,70,3,2,42.0,48.0,60.0,58.0,61.0,63.0
11770,Medium,1200000.0,3000.0,23,184,73,3,3,73.0,65.0,62.0,65.0,27.0,67.0
9626,Great,2000000.0,6000.0,20,178,68,2,2,76.0,42.0,51.0,63.0,63.0,61.0
6401,Great,3100000.0,6000.0,21,184,81,5,3,63.0,67.0,65.0,67.0,64.0,78.0
6641,Medium,1000000.0,2000.0,30,188,72,3,2,67.0,60.0,60.0,62.0,67.0,82.0
13017,Medium,975000.0,1000.0,21,170,67,3,3,76.0,59.0,60.0,66.0,39.0,65.0
14327,Medium,900000.0,850.0,22,180,76,4,3,69.0,56.0,57.0,65.0,35.0,56.0
10640,Great,1700000.0,4000.0,21,191,82,2,2,60.0,40.0,57.0,51.0,66.0,72.0
13367,Good,1100000.0,7000.0,20,186,77,2,2,63.0,69.0,51.0,66.0,21.0,54.0
8890,Low,825000.0,4000.0,27,179,65,3,2,66.0,50.0,56.0,64.0,65.0,67.0
9384,Great,2100000.0,2000.0,20,173,63,3,2,79.0,60.0,58.0,70.0,28.0,47.0
7280,Good,1800000.0,9000.0,24,184,82,3,3,78.0,65.0,48.0,64.0,25.0,76.0
2460,Good,800000.0,9000.0,35,185,86,3,2,33.0,37.0,62.0,51.0,72.0,75.0
13519,Low,300000.0,2000.0,31,175,72,3,2,73.0,47.0,59.0,55.0,56.0,69.0
11531,Medium,850000.0,1000.0,24,171,68,3,3,61.0,57.0,60.0,63.0,60.0,72.0
7177,Medium,1000000.0,6000.0,29,186,78,3,2,55.0,53.0,60.0,58.0,68.0,83.0
6496,Medium,1000000.0,3000.0,31,180,83,4,3,75.0,66.0,66.0,72.0,37.0,61.0
13052,Good,1200000.0,1000.0,20,175,69,3,2,67.0,47.0,58.0,62.0,61.0,61.0
4341,Good,1900000.0,9000.0,28,185,85,3,2,64.0,27.0,50.0,56.0,69.0,78.0
15551,Medium,525000.0,500.0,21,161,65,2,2,70.0,26.0,53.0,44.0,56.0,61.0
14113,Medium,825000.0,1000.0,21,187,85,3,2,70.0,19.0,28.0,35.0,61.0,71.0
19024,Medium,130000.0,1000.0,19,183,68,3,2,63.0,38.0,48.0,48.0,40.0,52.0
12822,Good,1100000.0,550.0,21,190,78,2,2,69.0,63.0,50.0,62.0,28.0,67.0
11031,Medium,1100000.0,1000.0,23,177,71,2,2,73.0,51.0,64.0,67.0,45.0,56.0
18378,Medium,250000.0,500.0,18,184,77,2,2,60.0,22.0,30.0,33.0,53.0,62.0
4414,Great,3900000.0,9000.0,22,187,80,4,2,71.0,39.0,49.0,60.0,71.0,79.0
8523,Great,2400000.0,1000.0,19,175,65,3,3,67.0,48.0,66.0,71.0,52.0,54.0
3012,Great,5500000.0,8000.0,23,182,76,5,3,74.0,68.0,70.0,75.0,67.0,76.0
5733,Medium,1700000.0,4000.0,26,187,76,3,3,70.0,66.0,62.0,62.0,66.0,83.0
16601,Low,400000.0,4000.0,23,170,60,3,3,73.0,48.0,52.0,63.0,43.0,43.0
2240,Good,5000000.0,1000.0,26,165,65,5,3,85.0,69.0,69.0,78.0,26.0,57.0
12954,Good,1000000.0,500.0,19,172,70,2,2,64.0,56.0,63.0,64.0,53.0,51.0
4883,Medium,1000000.0,2000.0,32,182,73,3,2,70.0,34.0,51.0,51.0,70.0,75.0
14610,Medium,700000.0,6000.0,22,185,78,2,2,89.0,27.0,38.0,49.0,59.0,70.0
1889,Great,8500000.0,45000.0,24,195,85,3,2,71.0,75.0,58.0,71.0,42.0,72.0
15994,Low,400000.0,750.0,25,191,88,2,2,62.0,24.0,35.0,45.0,57.0,72.0
12574,Low,500000.0,1000.0,27,184,74,3,2,61.0,37.0,52.0,54.0,63.0,70.0
5559,Medium,1300000.0,4000.0,29,187,86,2,2,68.0,48.0,46.0,52.0,68.0,84.0
19187,Low,70000.0,3000.0,20,172,65,2,2,53.0,50.0,37.0,44.0,19.0,39.0
3697,Great,3100000.0,7000.0,24,182,75,3,3,73.0,41.0,61.0,68.0,68.0,74.0
10104,Low,650000.0,4000.0,29,183,72,2,2,48.0,34.0,41.0,43.0,64.0,74.0
4020,Medium,1800000.0,9000.0,29,173,66,2,4,78.0,62.0,70.0,79.0,44.0,63.0
5196,Good,1900000.0,6000.0,26,175,71,3,3,79.0,63.0,64.0,68.0,63.0,67.0
6810,Medium,1300000.0,9000.0,26,181,76,3,3,68.0,52.0,60.0,67.0,66.0,69.0
4465,Great,2800000.0,13000.0,25,169,67,3,4,89.0,73.0,62.0,76.0,29.0,55.0
15860,Low,250000.0,750.0,27,175,65,4,2,75.0,51.0,56.0,64.0,29.0,40.0
15404,Good,600000.0,750.0,20,190,77,3,3,76.0,58.0,46.0,58.0,23.0,60.0
5725,Medium,1400000.0,8000.0,29,183,87,3,3,67.0,69.0,66.0,70.0,27.0,71.0
5961,Medium,850000.0,8000.0,33,170,68,3,2,72.0,53.0,68.0,69.0,65.0,82.0
11850,Good,1300000.0,2000.0,21,170,62,3,2,72.0,26.0,55.0,61.0,61.0,46.0
5787,Medium,1300000.0,7000.0,30,180,80,3,3,76.0,56.0,61.0,71.0,49.0,65.0
12986,Great,1100000.0,500.0,18,170,61,3,2,75.0,45.0,59.0,60.0,56.0,58.0
3224,Good,1500000.0,17000.0,32,186,80,3,2,39.0,48.0,57.0,63.0,73.0,73.0
13308,Low,400000.0,500.0,30,194,87,3,2,53.0,29.0,42.0,46.0,62.0,71.0
819,Great,31500000.0,49000.0,23,196,87,3,3,70.0,78.0,62.0,72.0,31.0,70.0
8812,Low,725000.0,2000.0,31,180,73,4,4,73.0,65.0,63.0,67.0,25.0,52.0
1198,Great,6000000.0,57000.0,31,190,83,2,4,61.0,79.0,77.0,78.0,42.0,67.0
8120,Good,1400000.0,3000.0,24,172,64,4,3,85.0,51.0,60.0,65.0,58.0,68.0
15115,Great,1000000.0,1000.0,17,187,71,4,2,73.0,59.0,52.0,65.0,27.0,48.0
6432,Medium,825000.0,3000.0,31,182,73,3,2,49.0,51.0,61.0,62.0,67.0,70.0
9404,Low,775000.0,2000.0,28,170,65,3,2,87.0,38.0,55.0,66.0,59.0,72.0
1443,Great,14500000.0,850.0,22,180,71,2,2,78.0,44.0,62.0,61.0,73.0,63.0
8618,Great,2300000.0,10000.0,19,191,80,3,2,69.0,30.0,45.0,53.0,67.0,71.0
11918,Medium,875000.0,2000.0,22,178,70,3,2,67.0,37.0,53.0,60.0,60.0,63.0
13455,Low,425000.0,1000.0,26,180,72,3,2,79.0,56.0,56.0,64.0,43.0,58.0
10768,Good,1500000.0,3000.0,21,186,80,3,2,65.0,34.0,48.0,48.0,64.0,72.0
8698,Low,150000.0,500.0,38,191,84,3,2,53.0,38.0,52.0,44.0,67.0,67.0
7670,Low,825000.0,6000.0,31,179,79,4,3,69.0,67.0,65.0,69.0,59.0,69.0
13592,Low,475000.0,3000.0,25,178,70,2,3,56.0,52.0,58.0,61.0,60.0,62.0
4964,Medium,1600000.0,500.0,28,186,76,4,3,61.0,72.0,50.0,66.0,31.0,70.0
1593,Good,1800000.0,11000.0,34,178,76,4,2,56.0,57.0,71.0,67.0,74.0,78.0
14281,Great,1000000.0,500.0,16,187,75,3,2,68.0,33.0,48.0,49.0,63.0,66.0
16468,Good,525000.0,2000.0,18,172,64,2,2,67.0,49.0,61.0,65.0,44.0,43.0
15254,Low,325000.0,750.0,25,188,80,2,2,79.0,42.0,52.0,56.0,53.0,57.0
7722,Medium,1200000.0,6000.0,27,180,73,3,3,70.0,63.0,65.0,71.0,57.0,70.0
16132,Medium,525000.0,900.0,20,193,77,4,2,72.0,44.0,53.0,58.0,55.0,70.0
204,Great,25000000.0,170000.0,31,185,82,3,4,82.0,84.0,82.0,80.0,55.0,70.0
4661,Medium,1300000.0,8000.0,30,185,81,3,2,52.0,31.0,49.0,52.0,70.0,73.0
15797,Great,700000.0,6000.0,19,179,67,3,3,67.0,58.0,57.0,61.0,30.0,42.0
8878,Low,825000.0,6000.0,27,168,64,3,3,72.0,50.0,61.0,67.0,63.0,50.0
18467,Medium,240000.0,650.0,20,183,69,3,2,64.0,46.0,52.0,55.0,50.0,53.0
522,Great,8500000.0,26000.0,33,181,72,3,3,45.0,64.0,75.0,72.0,75.0,70.0
14926,Medium,675000.0,1000.0,23,180,75,2,2,65.0,61.0,45.0,59.0,34.0,54.0
10737,Low,600000.0,2000.0,30,184,81,5,2,53.0,48.0,58.0,59.0,66.0,68.0
14324,Great,1200000.0,600.0,17,179,71,3,2,73.0,56.0,55.0,66.0,28.0,46.0
5169,Great,2300000.0,3000.0,23,186,75,3,2,64.0,31.0,54.0,61.0,71.0,73.0
1574,Good,5500000.0,27000.0,28,176,71,5,4,72.0,73.0,72.0,77.0,40.0,61.0
18162,Low,240000.0,2000.0,22,178,65,2,2,75.0,54.0,36.0,51.0,23.0,57.0
1091,Great,15500000.0,42000.0,24,184,73,3,3,84.0,77.0,74.0,76.0,35.0,66.0
4365,Medium,2200000.0,18000.0,21,181,78,3,3,72.0,72.0,60.0,67.0,32.0,69.0
2337,Great,6000000.0,16000.0,24,186,74,5,3,72.0,52.0,67.0,68.0,72.0,72.0
13151,Good,1100000.0,2000.0,21,173,70,3,3,77.0,57.0,60.0,66.0,55.0,57.0
9512,Good,1700000.0,4000.0,22,176,70,2,2,73.0,53.0,64.0,68.0,56.0,66.0
16301,Medium,475000.0,1000.0,21,188,75,2,2,53.0,47.0,55.0,56.0,59.0,61.0
15815,Low,275000.0,500.0,26,175,70,2,2,62.0,48.0,58.0,59.0,37.0,52.0
4094,Medium,1200000.0,10000.0,33,176,74,4,3,61.0,63.0,70.0,71.0,66.0,77.0
15295,Low,350000.0,500.0,24,180,78,2,2,76.0,34.0,48.0,55.0,56.0,73.0
7878,Low,650000.0,900.0,33,185,80,3,2,64.0,67.0,57.0,63.0,31.0,73.0
4606,Medium,550000.0,12000.0,37,193,85,3,3,37.0,72.0,67.0,66.0,43.0,69.0
15021,Great,825000.0,700.0,17,180,67,2,3,66.0,47.0,60.0,66.0,50.0,50.0
3865,Medium,775000.0,7000.0,35,181,77,3,3,59.0,70.0,74.0,71.0,38.0,66.0
14401,Low,90000.0,2000.0,35,185,79,3,2,51.0,45.0,53.0,53.0,59.0,73.0
11689,Good,1200000.0,750.0,21,187,73,3,2,66.0,29.0,41.0,47.0,65.0,69.0
1385,Great,15500000.0,52000.0,23,185,77,4,2,69.0,27.0,61.0,67.0,77.0,76.0
3383,Great,3100000.0,19000.0,26,183,72,3,3,63.0,62.0,65.0,67.0,73.0,76.0
6625,Medium,750000.0,5000.0,33,180,81,3,3,65.0,71.0,69.0,68.0,40.0,70.0
228,Great,25000000.0,44000.0,30,185,72,2,2,67.0,49.0,71.0,65.0,84.0,83.0
514,Great,11000000.0,21000.0,33,185,85,2,4,70.0,68.0,76.0,85.0,73.0,77.0
18210,Low,230000.0,500.0,20,184,79,4,2,66.0,37.0,41.0,43.0,52.0,68.0
1428,Great,14500000.0,27000.0,22,187,79,3,2,73.0,46.0,65.0,70.0,72.0,79.0
1433,Great,11000000.0,9000.0,24,178,66,3,2,66.0,61.0,75.0,72.0,72.0,72.0
4559,Great,2600000.0,11000.0,24,193,75,3,2,71.0,49.0,63.0,61.0,70.0,75.0
17746,Good,375000.0,700.0,18,173,65,3,2,75.0,56.0,42.0,56.0,23.0,49.0
789,Great,18500000.0,20000.0,25,174,78,3,4,90.0,76.0,74.0,79.0,49.0,73.0
5543,Medium,1100000.0,8000.0,30,190,85,3,2,33.0,27.0,52.0,51.0,69.0,75.0
10564,Great,1700000.0,8000.0,21,185,76,3,2,72.0,39.0,52.0,60.0,63.0,72.0
8198,Good,1600000.0,2000.0,22,171,69,4,3,70.0,56.0,66.0,67.0,58.0,64.0
7849,Medium,1200000.0,4000.0,25,194,81,3,2,50.0,38.0,48.0,48.0,66.0,77.0
16224,Medium,525000.0,500.0,19,175,83,3,3,69.0,52.0,53.0,57.0,31.0,59.0
8735,Low,300000.0,3000.0,34,182,77,5,3,51.0,63.0,67.0,62.0,62.0,72.0
12033,Great,1500000.0,2000.0,20,184,75,3,3,68.0,64.0,50.0,62.0,25.0,68.0
2990,Great,6000000.0,31000.0,22,179,68,3,3,64.0,48.0,64.0,70.0,71.0,72.0
18841,Medium,200000.0,950.0,18,175,69,3,2,59.0,54.0,37.0,50.0,22.0,45.0
1878,Great,7000000.0,21000.0,25,176,71,3,3,79.0,48.0,68.0,75.0,70.0,71.0
11128,Low,475000.0,2000.0,32,174,64,3,4,82.0,61.0,64.0,68.0,41.0,49.0
7071,Great,2700000.0,6000.0,22,184,78,2,2,68.0,70.0,65.0,67.0,30.0,68.0
18214,Low,220000.0,500.0,19,191,73,3,2,55.0,29.0,44.0,49.0,53.0,62.0
7836,Medium,1400000.0,4000.0,25,188,74,2,3,77.0,64.0,59.0,70.0,28.0,70.0
9432,Medium,1300000.0,6000.0,24,179,65,2,3,82.0,55.0,61.0,65.0,43.0,68.0
10371,Low,475000.0,2000.0,32,189,85,3,2,54.0,36.0,47.0,41.0,65.0,69.0
6987,Good,1800000.0,3000.0,24,188,77,4,3,65.0,68.0,62.0,67.0,26.0,60.0
10301,Good,1500000.0,8000.0,23,172,75,3,2,72.0,45.0,58.0,63.0,59.0,69.0
17191,Medium,350000.0,1000.0,20,177,71,2,2,65.0,41.0,51.0,54.0,53.0,58.0
14440,Low,350000.0,650.0,27,182,75,2,2,57.0,42.0,43.0,49.0,58.0,74.0
4766,Medium,1900000.0,4000.0,27,175,75,3,3,82.0,69.0,63.0,70.0,36.0,84.0
14309,Medium,825000.0,3000.0,21,180,70,2,2,62.0,30.0,36.0,42.0,66.0,59.0
8997,Medium,1100000.0,2000.0,25,182,76,3,2,64.0,65.0,61.0,63.0,64.0,72.0
14123,Low,500000.0,3000.0,25,184,80,3,2,65.0,65.0,64.0,61.0,43.0,66.0
14292,Low,500000.0,2000.0,23,180,60,3,2,61.0,52.0,58.0,62.0,58.0,57.0
2040,Good,3700000.0,21000.0,29,179,74,3,3,70.0,59.0,70.0,71.0,71.0,70.0
6653,Medium,1200000.0,4000.0,28,181,73,3,3,55.0,60.0,66.0,68.0,68.0,71.0
7453,Great,2600000.0,3000.0,22,180,71,3,2,68.0,36.0,54.0,53.0,69.0,71.0
2818,Great,4500000.0,11000.0,24,182,78,3,2,72.0,53.0,67.0,71.0,68.0,72.0
15783,Medium,550000.0,2000.0,22,181,72,3,3,62.0,60.0,56.0,63.0,31.0,46.0
12497,Low,475000.0,2000.0,28,170,67,3,3,67.0,58.0,61.0,65.0,44.0,66.0
893,Great,10000000.0,24000.0,30,182,76,2,4,70.0,77.0,78.0,81.0,54.0,68.0
15454,Medium,525000.0,550.0,19,178,70,3,3,72.0,47.0,54.0,62.0,57.0,67.0
11829,Good,1300000.0,3000.0,21,173,69,3,3,67.0,61.0,58.0,69.0,27.0,47.0
18221,Good,300000.0,6000.0,19,170,62,3,2,61.0,51.0,54.0,58.0,46.0,41.0
10383,Medium,975000.0,3000.0,24,177,66,3,2,73.0,51.0,62.0,66.0,53.0,62.0
15777,Great,625000.0,2000.0,18,170,65,4,3,73.0,59.0,55.0,65.0,21.0,48.0
14344,Medium,900000.0,1000.0,22,171,73,3,2,75.0,57.0,61.0,62.0,44.0,48.0
15961,Low,230000.0,950.0,28,189,90,3,2,56.0,57.0,50.0,56.0,28.0,63.0
17338,Low,230000.0,1000.0,23,180,77,2,2,62.0,34.0,51.0,58.0,53.0,57.0
18781,Medium,200000.0,500.0,17,175,62,2,2,70.0,45.0,46.0,53.0,35.0,40.0
13932,Medium,850000.0,2000.0,22,178,68,3,2,80.0,43.0,50.0,61.0,58.0,61.0
4192,Medium,1900000.0,31000.0,28,178,72,3,3,82.0,68.0,67.0,75.0,49.0,56.0
18131,Low,180000.0,500.0,24,167,65,4,2,69.0,36.0,40.0,46.0,51.0,70.0
6834,Medium,1100000.0,4000.0,29,178,75,3,3,71.0,53.0,61.0,62.0,63.0,71.0
291,Great,16500000.0,14000.0,33,186,89,4,3,58.0,84.0,71.0,78.0,29.0,71.0
13262,Good,1200000.0,2000.0,21,174,69,3,2,69.0,58.0,59.0,63.0,33.0,48.0
4650,Medium,1100000.0,5000.0,31,180,75,3,2,69.0,70.0,69.0,69.0,67.0,74.0
4367,Great,4000000.0,17000.0,21,170,60,4,3,69.0,61.0,64.0,73.0,66.0,64.0
4388,Great,2800000.0,9000.0,24,174,73,4,3,82.0,68.0,69.0,74.0,55.0,58.0
5428,Great,3200000.0,12000.0,19,183,66,2,2,75.0,27.0,58.0,60.0,70.0,69.0
12186,Medium,850000.0,2000.0,24,187,82,2,2,42.0,33.0,33.0,36.0,66.0,69.0
8358,Great,2500000.0,3000.0,19,187,76,3,2,75.0,35.0,55.0,55.0,66.0,70.0
13836,Low,500000.0,1000.0,25,193,82,2,2,42.0,24.0,40.0,34.0,62.0,71.0
2705,Good,2900000.0,18000.0,30,179,85,4,3,77.0,73.0,69.0,73.0,38.0,79.0
2615,Good,2100000.0,23000.0,31,186,83,3,2,51.0,33.0,35.0,44.0,76.0,70.0
4686,Medium,1100000.0,3000.0,32,182,73,3,2,79.0,67.0,65.0,66.0,63.0,76.0
4246,Good,2400000.0,7000.0,24,179,70,2,2,68.0,49.0,64.0,69.0,71.0,72.0
18606,Low,210000.0,600.0,22,184,72,3,2,66.0,40.0,54.0,50.0,39.0,55.0
7144,Great,2700000.0,6000.0,23,177,73,4,3,90.0,63.0,54.0,73.0,27.0,62.0
9494,Low,1000000.0,2000.0,26,179,72,4,3,88.0,61.0,59.0,67.0,32.0,65.0
924,Great,10000000.0,50000.0,28,191,85,2,2,69.0,50.0,62.0,66.0,76.0,82.0
11645,Low,675000.0,1000.0,27,186,83,3,2,68.0,61.0,59.0,65.0,58.0,70.0
4270,Good,2500000.0,5000.0,25,190,83,3,3,65.0,68.0,74.0,68.0,66.0,76.0
13405,Low,210000.0,2000.0,33,180,73,2,2,68.0,56.0,57.0,63.0,57.0,73.0
4533,Medium,900000.0,2000.0,33,192,87,4,2,63.0,36.0,48.0,46.0,70.0,83.0
15466,Good,600000.0,11000.0,20,174,67,3,3,73.0,60.0,53.0,62.0,30.0,52.0
15979,Low,190000.0,1000.0,31,182,71,3,3,72.0,57.0,47.0,60.0,20.0,59.0
7089,Good,1700000.0,5000.0,25,186,73,3,3,77.0,66.0,55.0,68.0,21.0,64.0
16780,Good,500000.0,950.0,20,176,76,3,2,66.0,42.0,54.0,62.0,47.0,66.0
764,Great,12000000.0,18000.0,30,174,86,3,3,86.0,61.0,71.0,78.0,70.0,78.0
4680,Medium,1300000.0,10000.0,31,177,74,3,3,57.0,73.0,63.0,71.0,42.0,71.0
15252,Low,170000.0,2000.0,31,182,70,3,2,58.0,48.0,54.0,56.0,58.0,70.0
6170,Great,2900000.0,17000.0,23,185,84,2,2,68.0,31.0,49.0,53.0,69.0,75.0
5353,Great,3600000.0,5000.0,23,179,72,3,3,81.0,70.0,58.0,69.0,24.0,70.0
14732,Good,800000.0,950.0,21,177,71,3,3,85.0,56.0,50.0,66.0,29.0,49.0
14290,Low,250000.0,1000.0,32,188,82,3,2,41.0,47.0,51.0,53.0,61.0,70.0
19015,Low,110000.0,500.0,21,177,63,3,2,62.0,48.0,44.0,50.0,18.0,47.0
18856,Low,180000.0,1000.0,19,173,68,3,2,62.0,31.0,44.0,49.0,49.0,50.0
13645,Medium,625000.0,1000.0,24,175,69,2,3,86.0,54.0,57.0,66.0,53.0,67.0
5592,Medium,1100000.0,6000.0,30,178,73,2,2,64.0,48.0,56.0,61.0,68.0,78.0
17975,Good,325000.0,750.0,18,182,70,3,2,79.0,55.0,51.0,58.0,21.0,46.0
9840,Low,575000.0,2000.0,32,185,79,3,3,73.0,64.0,59.0,64.0,59.0,79.0
993,Great,11000000.0,34000.0,27,176,70,5,3,76.0,65.0,70.0,74.0,75.0,76.0
2876,Good,3100000.0,11000.0,25,175,71,3,2,66.0,50.0,70.0,67.0,72.0,59.0
4958,Good,1800000.0,11000.0,26,177,73,2,3,82.0,61.0,64.0,70.0,69.0,71.0
4936,Good,1800000.0,600.0,26,189,79,3,2,45.0,27.0,47.0,56.0,72.0,70.0
12604,Medium,1000000.0,2000.0,22,184,75,2,2,61.0,44.0,56.0,56.0,61.0,72.0
18607,Medium,230000.0,3000.0,20,171,70,3,2,60.0,38.0,52.0,53.0,51.0,51.0
4242,Medium,1700000.0,800.0,28,170,83,3,3,73.0,44.0,64.0,63.0,68.0,72.0
18975,Low,150000.0,500.0,18,182,76,2,2,64.0,42.0,48.0,54.0,47.0,57.0
14188,Good,950000.0,1000.0,20,177,66,3,3,80.0,55.0,57.0,62.0,35.0,55.0
6743,Medium,875000.0,2000.0,31,177,74,3,2,74.0,43.0,58.0,62.0,65.0,74.0
11725,Great,1400000.0,13000.0,21,182,72,3,3,66.0,60.0,63.0,67.0,56.0,66.0
2941,Great,6000000.0,19000.0,23,180,74,3,3,69.0,62.0,69.0,75.0,69.0,73.0
9038,Low,725000.0,2000.0,30,175,73,2,2,69.0,49.0,61.0,60.0,64.0,67.0
14023,Good,850000.0,2000.0,21,179,75,2,2,69.0,27.0,48.0,56.0,59.0,64.0
